,Brewery,County,Full Address,Lat,Lng,State,Zip Code
6624,The Pike Pub and Brewery,King,"1415 First Ave, Seattle WA",47.60825,-122.339523,WA,98101-2017
6625,The Platte Valley,Buffalo,"14 E Railroad St, Kearney NE",40.695426,-99.08088,NE,68847-5452
6626,The Post Brewing Company,Boulder,"105 W Emma St, Lafayette CO",39.994274,-105.091262,CO,80026-1501
6627,The Pour House,Allen,"106 Main St, Monroeville IN",40.974587,-84.868336,IN,46773-1014
6628,The Press Box,Richland,"165 W Court St, Richland Center WI",43.335524,-90.386073,WI,53581-2344
6629,The Pub of Crested Butte,Gunnison,"130 Elk Ave, Crested Butte CO",38.869745,-106.987765,CO,81623
6630,The Pub Restaurant,Spotsylvania,"4187 Plank Rd, Fredericksburg VA",38.289019,-77.535997,VA,22407-4896
6631,The Pub Rookwood,Hamilton,"2692 Madison Rd, Cincinnati OH",39.144976,-84.443533,OH,45208-1320
6632,"The Public House Brewing Co, Public House Brewing Co",Phelps,"600 N Olive St, Rolla MO",37.948575,-91.768615,MO,65401-3352
6633,The Pump Haus Pub & Grill,Black Hawk,"311 Main St, Cedar Falls IA",42.535431,-92.44553,IA,50613-2720
6634,The Q Brew,Wyandotte,"1744 Quindaro Blvd, Kansas City KS",39.138201,-94.649222,KS,66104-5456
6635,The Quarter Barrel Arcade & Brewery,Linn,"616 2nd Ave S E, Cedar Rapids IA",41.980716,-91.66277,IA,52401-1306
6636,The Railroad Seafood Station,Nueces,"1214 N Chaparral St, Corpus Christi TX",27.802933,-97.394491,TX,78401-1503
6637,The Rare Barrel,Alameda,"940 Parker St, Berkeley CA",37.858614,-122.292556,CA,94710-2524
6638,The Ridge House,Monroe,"8006 W Ridge Rd, Brockport NY",43.229441,-77.910777,NY,14420-1731
6639,The Ruck,Rensselaer,"104 3rd St, Troy NY",42.728426,-73.690888,NY,12180-4037
6640,The Run of The Mill Public House & Brewery,York,"100 Main St, Saco ME",43.494903,-70.448194,ME,04072-3500
6641,The San Francisco Mead Company,San Francisco,"1180 Shafter Ave, San Francisco CA",37.726586,-122.382853,CA,94124-3425
6642,The Sand Trap Sports Bar & Grill,Riverside,"892 W Oak Valley Pkwy, Beaumont CA",33.946842,-116.998505,CA,92223-1463
6643,The Schlafly Tap Room,Saint Louis City,"2100 Locust St, St Louis MO",38.633255,-90.209629,MO,63103-1616
6644,The Senate Tavern,Allen,"4919 Monroe St, Fort Wayne IN",41.038283,-85.128445,IN,46806-3146
6645,The Shady Lady,Escambia,"2475 E Nine Mile Rd, Pensacola FL",30.532853,-87.207482,FL,32514-7776
6646,The Ship Inn,Hunterdon,"61 Bridge St, Milford NJ",40.568418,-75.095281,NJ,08848-1264
6647,The Shipyard Brewing Co,Cumberland,"86 Newbury Saint (hancock St), Portland ME",43.66199,-70.249784,ME,04101-4880
6648,The Shop Beer Co.,Maricopa,"922 W 1st St, Tempe AZ",33.429125,-111.951096,AZ,85281-2674
6649,The Shops @ Walnut Creek,White County,"Hwy 36 & Church Rnch, Westminster CO",35.203696,-91.606922,CO,72178
6650,The Silver Bullet,Adams,"3734 E 120th Ave, Thornton CO",39.913783,-104.942879,CO,80233-1656
6651,The Sixth Pence Pub LLC,Wood,"1956 7th St, Parkersburg WV",39.267706,-81.524914,WV,26101-4260
6652,The Sly Fox Pub,Moore,"795 S W Broad St, Southern Pines NC",35.168464,-79.400803,NC,28387-5926
6653,"The Sneak E Squirrel, Sneake Squirrel",Jackson,"1315 W Main St, Sylva NC",35.373259,-83.23609,NC,28779-5213
6654,The Spillway,Arlington,"209 S Courthouse Rd, Arlington VA",38.871267,-77.081744,VA,22204-1945
6655,The Squires' Castle,Williamson,"208 Paul Azinger Ct, Round Rock TX",30.508029,-97.594219,TX,78664-4008
6656,The Stable,Saint Louis City,"1821 Cherokee St, St Louis MO",38.592398,-90.218477,MO,63118-3208
6657,The Standard Pour,Tuolumne,"19040 Standard Rd, Sonora CA",37.969174,-120.313358,CA,95370-7542
6658,The Station,Greenville,"1205 N E Main St, Simpsonville SC",34.759699,-82.272974,SC,29681-6019
6659,The Stave,Los Angeles,"170 The Promenade N, Long Beach CA",33.769023,-118.191101,CA,90802-4734
6660,The Stone House,Ada,"709 E Park Blvd, Boise ID",43.60478,-116.191666,ID,83712-7715
6661,The Sturgis Haus Brewpub,Lancaster,"43 E Main St, Lititz PA",40.156952,-76.305574,PA,17543-1941
6662,The Swan,Middlesex,"233 Cardinal Medeiros Ave, Cambridge MA",42.367608,-71.091008,MA,02141-1919
6663,The Taproom & Grill,Camden,"427 W Crystal Lake Ave, Haddonfield NJ",39.900165,-75.05229,NJ,08033-2802
6664,The Tavern At Wrentham,Norfolk,"263 Shears St, Wrentham MA",42.08225,-71.328852,MA,02093-1042
6665,The Thirsty Planet Brewery,Travis,"11160 Circle Dr, Austin TX",30.224887,-97.952468,TX,78736-7766
6666,The Timeout Restaurant and Event Center - Closed,Penobscot,"30 Clisham Rd, Brewer ME",44.782838,-68.747194,ME,04412-1423
6667,"The Tint Shop, Window Tinting Service",Franklin County,"53 Norwood Ct, Washington MO",38.556548,-91.013097,MO,
6668,The Tower House Cafe,Columbiana,"530 S Broadway Ave, Salem OH",40.896522,-80.855278,OH,44460-3010
6669,The Unknown Brewery,Mecklenburg,"1327 S Mint St, Charlotte NC",35.220722,-80.858171,NC,28203-4121
6670,The Veil Brewing Co.,Henrico,"1301 Roseneath Rd, Richmond VA",37.568629,-77.475474,VA,23230-4623
6671,The Very Nice Brewing Company,Boulder,"20 Lakeview Dr, Nederland CO",39.960644,-105.509223,CO,80466
6672,The Vierling Restaurant & Marquette Harbor Brewery,Marquette County,"119 S, Marquette MI",46.54391,-87.397554,MI,
6673,The Village Corner German Restaurant & Tavern,Dekalb,"6655 James B Rivers Dr, Stone Mountain GA",33.811742,-84.170863,GA,30083-2232
6674,The Village Shops On Venetian Bay,Collier,"4200 Gulf Shore Blvd N, Naples FL",26.195862,-81.812873,FL,34103-3436
6675,The Village Tavern,Miami-Dade,"8102 S W 81st Dr, S Miami FL",25.694241,-80.323637,FL,33143-6611
6676,The Vineyard and Brewery At Hershey,Dauphin County,"598 Schoolhouse Rd, Middletown PA",40.195732,-76.675815,PA,17057
6677,The Waterfront Cafe,Milwaukee County,"1320 N Doctor Martin Luther King Dr, Milwaukee WI",43.041072,-87.909421,WI,
6678,The Weekend Pub,Newport News City,"13361 Warwick Blvd, Newport News VA",37.115355,-76.520272,VA,23602-5601
6679,The Well,Clay,"7421 N Broadway St, Kansas City MO",39.229991,-94.585306,MO,64118-1611
6680,The Well Sports Tavern & Grill Coon Rapids,Anoka,"35 Coon Rapids Blvd, Coon Rapids MN",45.134756,-93.268489,MN,55448-5810
6681,The Wheel,Douglas,"1400 Ohio St, Lawrence KS",38.957972,-95.240579,KS,66044-3437
6682,The Wild Rover,Hillsborough,"8740 N Mobley Rd, Odessa FL",28.114346,-82.582326,FL,33556-2509
6683,The Wine Tailor,San Bernardino,"8916 Foothill Blvd, Ranchocucamonga CA",34.106729,-117.61042,CA,91730-3447
6684,The Wine Tent At The Lilac Festival,,"Highland Park, Rochester NY",42.9929,-78.18345,NY,14020
6685,The Woodburn Brewery and Taproom,Hamilton,"2800 Woodburn Ave, Cincinnati OH",39.129031,-84.477014,OH,45206-1793
6686,The Woods,King,"4700 Ohio Ave S, Seattle WA",47.560809,-122.338129,WA,98134-2326
6687,The Yardhouse,Palm Beach County,"11755 11831 Lake Victoria Gdns, Palm Beach Gardens FL",26.809793,-80.136313,FL,
6688,The York,Los Angeles County,"5018 York Blvd (near Ave 50), Los Angeles CA",34.052238,-118.243344,CA,
6689,Thimble Island Brewing Co,New Haven,"16 Business Park Dr, Branford CT",41.296193,-72.771169,CT,06405-2924
6690,Thimble Islands Brewing Company,New Haven,"53 E Industrial Dr, Branford CT",41.2984,-72.752325,CT,06405-6509
6691,Think Link Beverages,Lehigh,"315 Thomas St, Coopersburg PA",40.508481,-75.387211,PA,18036-2059
6692,Third Alarm Bar,Ohio,"70 New Jersey St, Wheeling WV",40.075969,-80.733007,WV,26003-2343
6693,Third Base Brewing Company,Linn,"500 Blairs Ferry Rd N E, Cedar Rapids IA",42.034767,-91.639845,IA,52402-1302
6694,Third Space Brewing,Milwaukee,"1505 W Saint Paul Ave, Milwaukee WI",43.03472,-87.932297,WI,53233-2650
6695,Third Street Aleworks,Sonoma,"610 Third St, Santa Rosa CA",38.439982,-122.712616,CA,95404-4418
6696,Third Street Brewhouse,Stearns,"219 Red River Ave, Cold Spring MN",45.45875,-94.429048,MN,56320-1624
6697,Thirsty Monk Pub & Brewery,Buncombe,"92 Patton Ave, Asheville NC",35.594343,-82.555367,NC,28801-3315
6698,Thirsty Monk South,Buncombe,"1836 Hendersonville Rd, Asheville NC",35.503266,-82.523925,NC,28803-3207
6699,Thirsty Monkey Liquor,Shawnee,"810 S E 15th St, Topeka KS",39.036716,-95.668026,KS,66607-1300
6700,Thirsty Rhino The,Jefferson,"222 W Main St, Watertown WI",43.194601,-88.727171,WI,53094-7625
6701,Thistle Finch Distillery,Lancaster,"417 W Grant St, Lancaster PA",40.037925,-76.313545,PA,17603-3710
6702,Thomas Family Tavern,Hardin,"801 Steiner Ave, Kenton OH",40.637198,-83.608412,OH,43326-2142
6703,Thomas Hooker Brewery,Hartford,"16 Tobey Rd, Bloomfield CT",41.808754,-72.710663,CT,06002-3522
6704,Thomas N Thorne,Penobscot,"43 Acme Rd E, Brewer ME",44.785394,-68.758016,ME,04412-1524
6705,Thomasines Place,Beaver,"448 Merchant St, Ambridge PA",40.58438,-80.225714,PA,15003-2405
6706,Thompson Brewery & Public House,Marion,"3575 Liberty Rd S, Salem OR",44.903938,-123.050911,OR,97302-5621
6707,Thompson Brewing Co.,Riverside,"9860 Indiana Ave, Riverside CA",33.910329,-117.448137,CA,92503-5514
6708,Thr3e Wise Men Brewing Co.,Marion,"1021 Broad Ripple Ave, Indianapolis IN",39.86971,-86.14048,IN,46220-2034
6709,Three 3's Brewing,Atlantic,"50 13th St, Hammonton NJ",39.638741,-74.811597,NJ,08037-1559
6710,Three 3's Brewing 3's,Atlantic,"333 N Washington St, Hammonton NJ",39.638001,-74.81115,NJ,08037
6711,Three Creeks Brewing Co.,Deschutes,"721 Desperado Ct, Sisters OR",44.285099,-121.534701,OR,97759-9514
6712,Three Dude's Winery,Hays,"19577 San Marcos Hwy, San Marcos TX",29.865201,-97.879959,TX,78666-9602
6713,Three Floyds Brewery & Pub,Lake,"9570 Indiana Pkwy, Munster IN",41.535964,-87.515737,IN,46321-4026
6714,"Three Floyds Brewery & Pub, 3 Floyds Brewery & Pub",Lake,"9750 Indiana Pkwy, Munster IN",41.534786,-87.516571,IN,46321-4004
6715,Three Floyds Pub,Lake,"9700 Indiana Pky, Munster IN",41.537253,-87.515727,IN,46321-4026
6716,Three Four Beer Co.,Larimer,"829 S Shields St, Fort Collins CO",40.575089,-105.095963,CO,80521-3541
6717,Three Freaks Brewery,Douglas,"7140 E County Line Rd, Highlands Ranch CO",39.56592,-104.90577,CO,80126-3926
6718,Three Heads Brewing,Monroe,"186 Atlantic Ave, Rochester NY",43.156059,-77.579612,NY,14607-1213
6719,Three Magnets Brewing Co.,Thurston,"600 Franklin St S E, Olympia WA",47.043038,-122.898891,WA,98501-1314
6720,Three Mile Brewing Co.,Yolo,"231 G St, Davis CA",38.544711,-121.739202,CA,95616-4516
6721,Three Notch'd Brewing Company,Harrisonburg City,"241 E Market St, Harrisonburg VA",38.448945,-78.865729,VA,22801-4130
6722,Three Pints Brewpub,Hendricks,"5020 Cambridge Way, Plainfield IN",39.677976,-86.369822,IN,46168-7910
6723,"Three Rivers Brewery, Three Rivers Eatery",San Juan,"101 E Main St, Farmington NM",36.72906,-108.205305,NM,87401-2701
6724,Three Rivers Distributing Co,Jefferson,"2821 Port Rd, Pine Bluff AR",34.229048,-91.973085,AR,71601-4720
6725,Three Taverns Brewery Tasting Room,Dekalb,"121 New St, Decatur GA",33.772604,-84.284716,GA,30030-4131
6726,Three Weavers Brewery,Los Angeles,"1031 W Manchester Blvd, Inglewood CA",33.959895,-118.374641,CA,90301-1509
6727,Threes Brewing,Kings,"333 Douglass St, Brooklyn NY",40.679526,-73.982308,NY,11217-3115
6728,Thumb Brewery,Huron,"6758 Pine St, Caseville MI",43.942645,-83.271543,MI,48725-9544
6729,Thumb Coast Brewing Company,Saint Clair,"330 Quay St, Port Huron MI",42.975546,-82.422561,MI,48060-3828
6730,Thunder Canyon Brewery Downtown,Pima,"220 E Broadway Blvd, Tucson AZ",32.221198,-110.966485,AZ,85701-2042
6731,Thunder Island Brewing,Chouteau,"515 N W Portage Rd, Cascadelocks OR",47.654916,-111.094246,OR,59440-9003
6732,Thunderhead Brewing Company,Buffalo,"18 E 21st St, Kearney NE",40.696581,-99.080833,NE,68847-5402
6733,Thunderhead Sports Bar & Grill,Polk,"1325 S W Oralabor Rd, Ankeny IA",41.702886,-93.615614,IA,50023-8036
6734,Ti Beverage Group Ltd,Los Angeles,"9865 Santa Monica Blvd, Beverlyhills CA",34.066171,-118.410743,CA,90212-1604
6735,Tiago's Restaurant and Bar,Fairfield,"211 Main St, Bridgeport CT",41.167594,-73.18596,CT,06604-5708
6736,Tidal River Brewing Co,Hartford,"15 Cheryl Dr, Canton CT",41.82401,-72.877011,CT,06019-2232
6737,Tied House,Santa Clara,"954 Villa St, Mountain View CA",37.394513,-122.080737,CA,94041-1236
6738,Tied House Brewery & Cafe,Santa Clara,"954 Villa Saint (at Franklin St), Mountain View CA",37.38889,-122.085421,CA,94041
6739,Tiger Tavern,Pierce,"301 N State St, Osmond NE",42.358864,-97.596968,NE,68765-5723
6740,Tight Lines Pub & Brewing Co.,Carteret,"709 Arendell St, Morehead City NC",34.721208,-76.71204,NC,28557-4214
6741,Tighthead Brewing Company,Lake County,"161 N Archer Ave, Mundelein IL",42.266052,-87.998693,IL,60060
6742,Tigoa Sequoia Brewing Co,Fresno,"746 Broadway St, Fresno CA",36.730832,-119.788589,CA,93721-2808
6743,Tikus Inc,Baltimore City,"2006 Harford Rd, Baltimore MD",39.313133,-76.598928,MD,21218-6230
6744,Tilted Axis Brewery,Lapeer,"303 W Nepessing St, Lapeer MI",43.054118,-83.311815,MI,48446-2105
6745,Tilted Barn Brewery,Washington,"1 Helmsley Pl, Exeter RI",41.571065,-71.516784,RI,02822-3740
6746,"Tilted Kilt Prince George, Tilted Kilt Pub & Eatery",Prince George,"2070 Waterside Rd, Prince George VA",37.249385,-77.365491,VA,23875-1257
6747,Tilted Kilt Pub & Eatery,Orange,"11650 University Blvd, Orlando FL",28.59756,-81.218515,FL,32817-2121
6748,Tim Ed's Bar Grill,Lucas,"719 Bush St, Toledo OH",41.664396,-83.520317,OH,43604-2402
6749,Tim Finnegan's Irish Pub,Maricopa,"9201 N 29th Ave, Phoenix AZ",33.56936,-112.120824,AZ,85051-3467
6750,Timber Creek Tap & Table,Crawford,"11191 Highline Dr, Meadville PA",41.619883,-80.205097,PA,16335-6589
6751,Time Out Pub,Multnomah,"16440 S E Division St, Portland OR",45.504583,-122.494019,OR,97236-1932
6752,Timeless Pints Brewery,Los Angeles,"3671 Industry Ave, Lakewood CA",33.823648,-118.165478,CA,90712-4111
6753,Times Square Brewery,New York,"210 W 42nd St, New York NY",40.756293,-73.987521,NY,10036-7202
6754,Timmy's Tavern,Hudson,"6701 Park Ave, W New York NJ",40.790822,-74.004739,NJ,07093-4409
6755,Tim's Bar,Allegheny,"2155 Wylie Ave, Pittsburgh PA",40.445669,-79.977414,PA,15219-6345
6756,Tin Cannon Brewing,Prince William,"7679 Limestone Dr, Gainesville VA",38.790465,-77.598951,VA,20155-1650
6757,Tin Mill Brewery,,"First & Gutenberg, Hermann MO",47.437274,8.735892,MO,
6758,Tin Mill Brewing Co,Gasconade,"114 Gutenberg St, Hermann MO",38.705973,-91.432973,MO,65041-1170
6759,Tin Mill Brewing Company,Gasconade,"114 Gutenberg, Hermann MO",38.705973,-91.432973,MO,65041-1170
6760,Tin Roof Brewing Company,East Baton Rouge,"1624 Wyoming St, Baton Rouge LA",30.432473,-91.188612,LA,70802-8514
6761,Tin Whiskers Brewing Company,Ramsey,"125 E 9th St, Saint Paul MN",44.950784,-93.093326,MN,55101-2308
6762,Tioga-sequoia Brewing Company,Fresno,"745 Fulton St, Fresno CA",36.731513,-119.787522,CA,93721-2814
6763,Tipler Bar and Grill,Florence,"11150 Dream Lake Rd, Tipler WI",45.922071,-88.633351,WI,54542-9657
6764,Tipperary Pub,Wayne,"8287 Southfield Fwy, Detroit MI",42.353655,-83.216592,MI,48228-1917
6765,Tire Warehouse,Penobscot,"589 Wilson St, Brewer ME",44.778784,-68.738938,ME,04412-1418
6766,Tired Hands Brewery,Montgomery,"35 Cricket Ter, Ardmore PA",40.006804,-75.290925,PA,19003
6767,Tired Hands Brewing Company,Montgomery County,"16 W Ardmore Ave, Lower Merion PA",40.003752,-75.287089,PA,
6768,Tired Hands Fermentaria,Montgomery,"35 Cricket Ave, Ardmore PA",40.007359,-75.291721,PA,19003-2230
6769,Tisha's Place Bar & Grill,Dekalb,"885 Gatehouse Dr, Decatur GA",33.769609,-84.247693,GA,30032-1602
6770,Titanic Brewery & Restaurant,Miami-Dade,"5813 Ponce De Leon Blvd, Miami FL",25.710589,-80.282722,FL,33146-2422
6771,Titgemeier's Feed & Garden Center,Lucas,"701 Western Ave, Toledo OH",41.634449,-83.555851,OH,43609-2717
6772,Titletown Brewing Co.,Brown,"200 Dousman St, Green Bay WI",44.518607,-88.017711,WI,54303-2712
6773,Tivoli Brewing Company,Denver,"900 Auraria Pkwy, Denver CO",39.747221,-105.005833,CO,80204-1803
6774,"Tivy Mountain Vintners, Winery, B&b",Fresno,"2523 Pederson Ave, Sanger CA",36.771932,-119.402579,CA,93657-9110
6775,Tj Hunter's Pub Grub,Allamakee,"377 Main St, Lansing IA",43.361826,-91.218201,IA,52151-4400
6776,Tj's Tavern,Duval,"11629 San Jose Blvd, Jacksonville FL",30.162022,-81.63254,FL,32223-7238
6777,Tk's Sports Bar,Lee,"12951 Metro Pkwy, Fort Myers FL",26.554195,-81.852875,FL,33966-1320
6778,Tmt Capital Corp,Orange,"1890 Kentucky Ave, Winter Park FL",28.592221,-81.374624,FL,32789-4529
6779,Tnt Tavern,Stokes,"2563 Moore Rd, Lawsonville NC",36.530019,-80.185784,NC,27022-7914
6780,To Go Cafe,Brooke,"106 Togo St, Wellsburg WV",40.286021,-80.608025,WV,26070
6781,Toasted & Tapped,Hall,"5603 Main St, Flowery Branch GA",34.185496,-83.926197,GA,30542-5652
6782,Toddy Blends,Harris,"19407 Park Row Ste 170b, Houston TX",29.791383,-95.710689,TX,77084-4600
6783,Toddy Shop Inc,Pulaski,"14001 Cantrell Rd, Little Rock AR",34.802023,-92.427921,AR,72223-1509
6784,Tom & Jerry's Lounge Inc,Orange,"1117 N Orlando Ave, Winter Park FL",28.60822,-81.365302,FL,32789-1901
6785,Tom Olives Cafe,Baltimore City,"2942 E Monument St, Baltimore MD",39.299099,-76.575418,MD,21205-2751
6786,Tomasello's Winery,Atlantic,"225 N White Horse Pike, Hammonton NJ",39.652462,-74.796187,NJ,08037-1868
6787,Tomfoolery Brewing Co,Atlantic,"334 Washington St N, Hammonton NJ",39.637728,-74.810745,NJ,08037
6788,Tomhickscpa,Penobscot,"470 S Main St, Brewer ME",44.77432,-68.779483,ME,04412-2425
6789,Tommy Keegans,Franklin,"456 S, Columbus OH",39.950664,-82.985919,OH,43206-1317
6790,Tommyknocker Brewery & Pub,Clear Creek,"1401 Miner St, Idaho Springs CO",39.74179,-105.517841,CO,80452
6791,Tomoka Brewery,Volusia,"188 E Granada Blvd, Ormond Beach FL",29.291177,-81.041765,FL,32176-6665
6792,Tomoka Brewing Co,Volusia,"4647 Clyde Morris Blvd, Port Orange FL",29.128983,-81.025601,FL,32129-3000
6793,Tom's Pizza 2,Kings,"420 Bay Ridge Pkwy, Brooklyn NY",40.630547,-74.024393,NY,11209-3108
6794,Tom's Tap,Shawano,"115 N Main St, Shawano WI",44.782541,-88.609408,WI,54166-2355
6795,Toner's Beef & Ale Tavern,Chester,"101 E Pennsylvania Ave, Downingtown PA",40.008713,-75.703382,PA,19335-2652
6796,Tonewood Brewing,Camden,"215 W Clinton Ave, Oaklyn NJ",39.901353,-75.083028,NJ,08107-1500
6797,Tonya Sprague Cosmetologist,Penobscot,"481 S Main St, Brewer ME",44.775074,-68.779168,ME,04412-2440
6798,Tony's Pizza,Manitowoc,"2204 Washington St, Manitowoc WI",44.088963,-87.676119,WI,54220-4848
6799,Tony's Tavern,Milwaukee,"412 S 2nd St, Milwaukee WI",43.026914,-87.912585,WI,53204-1611
6800,Toolbox Brewing Co.,San Diego,"1495 Poinsettia Ave, Vista CA",33.135118,-117.225679,CA,92081-8534
6801,Top of The Hill Bar,Marathon,"305 Old Highway 51, Mosinee WI",44.779473,-89.690063,WI,54455-1717
6802,Topa Topa Brewing Co,Ventura,"104 E Thompson Blvd, Ventura CA",34.278256,-119.299034,CA,93001-2723
6803,Toppling Goliath Brewing CO,Winneshiek,"310 College Dr, Decorah IA",43.308252,-91.797429,IA,52101-1336
6804,Torn Label Brewing Co,Jackson,"1708 Campbell St, Kansascity MO",39.092763,-94.572872,MO,64108-1524
6805,Toro Burger,El Paso,"1700 N Zaragoza Rd, El Paso TX",31.748794,-106.281824,TX,79936-7896
6806,Torrent Brewing Company,Story,"504 Burnett Ave, Ames IA",42.026344,-93.615398,IA,50010-6178
6807,Torrey Ridge Winery,Yates,"2770 State Route 14, Pennyan NY",42.628591,-76.943863,NY,14527-9735
6808,Total Beer,Philadelphia,"2431 Castor Ave, Philadelphia PA",39.993451,-75.09349,PA,19134-4600
6809,Total Wine & More,Bergen,"1001 Main St, River Edge NJ",40.91193,-74.038208,NJ,07661-2011
6810,Total Wine and More,Bexar,"17530 La Cantera Pkwy, San Antonio TX",29.607863,-98.597694,TX,78257-8202
6811,Total Wine More,Bexar,"125 N W Loop 410, San Antonio TX",29.520845,-98.495461,TX,78216-5345
6812,"Total Wine More, Total Wine & More",Hartford,"1451 New Britain Ave, W Hartford CT",41.726369,-72.759057,CT,06110-1659
6813,Touchie's Shamrock Pub,Suffolk,"501 E 8th St, S Boston MA",42.33137,-71.04143,MA,02127-4142
6814,Tour Texas Wine,Gillespie,"302 E Austin St, Fredericksburg TX",30.273607,-98.867797,TX,78624-4212
6815,Tourism Walla Walla,Walla Walla,"8 S 2nd Ave, Wallawalla WA",46.06648,-118.339094,WA,99362-1902
6816,Tow Yard Brewing Co,Marion,"501 Madison Ave, Indianapolis IN",39.75977,-86.157637,IN,46225-1105
6817,Tower Liquors,Maricopa,"3424 E Thomas Rd, Phoenix AZ",33.480461,-112.007276,AZ,85018-7410
6818,Town Hall Lanes,Hennepin,"5019 34th Ave S, Minneapolis MN",44.911897,-93.222862,MN,55417-1542
6819,Town Tap,Hancock,"109 N Main St, Kanawha IA",42.934378,-93.793182,IA,50447-7705
6820,Toxic Brew Co,Montgomery,"431 E 5th St, Dayton OH",39.757156,-84.183966,OH,45402-2911
6821,Traceys Crafts,Penobscot,"48 Washington St, Brewer ME",44.795278,-68.757493,ME,04412-1978
6822,Track 7 Brewing Co,Sacramento,"3747 W Pacific Ave, Sacramento CA",38.538964,-121.482205,CA,95820-1000
6823,Track 7 Brewing Co.,Sacramento,"826 Professor Ln, Sacramento CA",38.655335,-121.491559,CA,95834-1136
6824,Tractor Brewery Pub,Bernalillo,"118 Tulane Dr S E, Albuquerque NM",35.079362,-106.60703,NM,87106-1440
6825,Tractor Brewing Company,Bernalillo,"118 Tulane S E, Albuquerque NM",35.079362,-106.60703,NM,87106-1440
6826,Trade Winds Bar Grill,Anderson,"110 W 5th Ave, Garnett KS",38.279878,-95.242629,KS,66032-1322
6827,Trader Vic's,Alameda,"1545 Park Ave, Emeryville CA",37.830416,-122.289667,CA,94608-3521
6828,Tradesman Brewing,Charleston,"1639 Tatum St, Charleston SC",32.760116,-79.973768,SC,29412-2646
6829,Tradewinds Liquors,Monroe,"101441 Overseas Highway Largo, Key Largo FL",25.113757,-80.422337,FL,33037-4553
6830,Trading Spaces Bar & Grill,Rock,"54 S Main St, Janesville WI",42.6817,-89.021116,WI,53545-3950
6831,Traffic Jam & Snug,Wayne,"511 W Canfield St, Detroit MI",42.351322,-83.065624,MI,48201-1219
6832,Trail Point Brewing Co,Ottawa,"6035 Lake Michigan Dr, Allendale MI",42.972359,-85.934526,MI,49401-9202
6833,Trailblazer Foods,Multnomah,"17900 N E San Rafael St, Portland OR",45.537109,-122.479246,OR,97230-5930
6834,Trailhead Brewing Co,Saint Charles,"921 S Riverside Doctor (at Main St), Saint Charles MO",38.774455,-90.484835,MO,63301-3445
6835,Tranche Cellars,Walla Walla,"511 N 2nd Ave, Wallawalla WA",46.071028,-118.342911,WA,99362-1810
6836,Transient Artisan Ales,Berrien,"4229 Lake St, Bridgman MI",41.942914,-86.555704,MI,49106-9109
6837,Transmitter Brewing,Queens County,"53 02 11th St, Queens NY",40.759776,-73.817302,NY,
6838,Trap Rock Restaurant & Brewery,Union,"279 Springfield Ave, Berkeley Heights NJ",40.688894,-74.434685,NJ,07922-1214
6839,Treasure Isle R V Park,Onondaga,"9680 Caughdenoy Rd, Brewerton NY",43.239512,-76.180917,NY,13029-8709
6840,Treaty Oak Distillery,Hays,"16604 Fitzhugh Rd, Dripping Springs TX",30.248673,-98.055093,TX,78620-5011
6841,Tree House Brewing Company,Hampden,"160 E Hill Rd, Monson MA",42.091815,-72.289263,MA,01057-9203
6842,Tremont Lounge,Franklin,"708 S High St, Columbus OH",39.947632,-82.997815,OH,43206-1044
6843,Triad,Franklin,"726 E 11th Ave, Columbus OH",39.993938,-82.98703,OH,43211-2614
6844,Triangle Dist Co,Los Angeles,"12065 Pike St, Santa Fe Springs CA",33.952135,-118.067175,CA,90670-2964
6845,Triangle Liquor Store,Los Angeles,"8120 Sepulveda Blvd, Van Nuys CA",34.218568,-118.46659,CA,91402-4305
6846,Tribeca Tap House,New York,"363 Greenwich St, New York NY",40.719186,-74.0103,NY,10013-2808
6847,Tribes Alehouse & Grill,Will,"11220 Lincoln Hwy, Mokena IL",41.503948,-87.891613,IL,60448-8208
6848,"Triboro Beverage, Tri-boro Beverage & Distribution Co",Queens,"41 08 Astoria Blvd, Astoria NY",40.773961,-73.936761,NY,11102
6849,Tributary Brewing Company,York,"10 Shapleigh Rd, Kittery ME",43.089948,-70.736822,ME,03904-1479
6850,Tri-lateral Sales,Clay,"3801 N Kimball Dr, Kansas City MO",39.1614,-94.440277,MO,64161-9478
6851,Trillium Brewing Company,Norfolk,"110 Shawmut Rd, Canton MA",42.184399,-71.153512,MA,02021-1412
6852,Trim Tab Brewing,Jefferson,"2721 5th Ave S, Birmingham AL",33.513145,-86.790971,AL,35233-3401
6853,Trinity Brewhouse,Providence,"186 Fountain St, Providence RI",41.822497,-71.416943,RI,02903-1813
6854,Trinity Brewing Company,El Paso,"1466 Garden Of The Gods Rd, Colorado Springs CO",38.896639,-104.854255,CO,80907-3414
6855,Trio Tavern,Linn,"815 S W Linn Pl, Millcity OR",44.75279,-122.48495,OR,97360-2406
6856,Tripend Brewing Llc,Steuben,"3027 Prutsman Rd, Troupsburg NY",42.089246,-77.562352,NY,14885-9613
6857,Triple 7 Brewpub,,"200 Main Saint (in The Main Street Station Hotel), Las Vegas NV",36.17044,-115.14778,NV,89101
6858,Triple B Brewery,Sullivan,"1069 Oak Drive Cir, Kingsport TN",36.572541,-82.557955,TN,37665-1948
6859,"Triple B Brewery, Llc",Sullivan,"935 Wilcox Ct, Kingsport TN",36.525212,-82.560216,TN,37660-5170
